,month,day,day_of_week,binned_dep,binned_arr,binned_distance,carrier_encoded
19382,1,1,2,5,6,1,8
131434,1,7,1,5,7,2,9
24202,1,2,3,7,8,2,3
8008,1,1,2,8,1,1,7
34015,1,2,3,5,6,1,9
118095,1,6,0,6,7,1,3
31862,1,2,3,7,8,1,0
119658,1,6,0,6,6,1,8
131982,1,7,1,3,4,2,9
111168,1,6,0,5,7,2,0
89722,1,5,6,5,6,1,8
26524,1,2,3,7,8,1,9
67693,1,4,5,4,4,1,3
24162,1,2,3,3,4,1,3
821,1,1,2,7,7,1,9
140586,1,7,1,5,6,1,8
78897,1,4,5,4,4,1,5
92820,1,5,6,5,6,2,4
104629,1,5,6,4,5,1,0
117838,1,6,0,3,3,1,1
149278,1,7,1,7,7,1,3
60822,1,3,4,6,7,1,0
128110,1,6,0,7,7,2,3
5330,1,1,2,8,8,1,8
141177,1,7,1,3,4,2,8
142645,1,7,1,3,3,1,8
121936,1,6,0,7,8,1,0
811,1,1,2,3,4,1,9
67811,1,4,5,4,4,1,3
63946,1,3,4,4,5,1,4
85963,1,5,6,5,6,2,1
31550,1,2,3,3,3,1,0
48642,1,3,4,5,6,1,3
100603,1,5,6,3,4,1,9
104093,1,5,6,3,4,1,0
119036,1,6,0,5,5,1,8
75600,1,4,5,8,8,1,0
138796,1,7,1,8,2,2,0
69582,1,4,5,5,5,1,0
98466,1,5,6,4,5,1,7
58605,1,3,4,4,5,1,9
141329,1,7,1,4,4,1,8
9220,1,1,2,8,8,1,3
5827,1,1,2,4,4,1,3
132236,1,7,1,6,6,1,9
54192,1,3,4,4,5,1,3
80292,1,4,5,4,5,1,1
32169,1,2,3,6,7,2,7
41222,1,2,3,5,7,2,8
86881,1,5,6,2,4,2,0
111374,1,6,0,3,3,1,0
18265,1,1,2,6,7,1,8
1315,1,1,2,5,5,1,0
9317,1,1,2,6,7,2,3
111124,1,6,0,6,1,2,0
129813,1,7,1,3,3,1,9
88745,1,5,6,7,8,1,3
123564,1,6,0,6,7,2,8
114030,1,6,0,5,6,1,0
10942,1,1,2,4,4,2,9
103051,1,5,6,6,7,1,9
35846,1,2,3,4,4,1,6
99676,1,5,6,4,5,1,9
3795,1,1,2,3,4,1,3
147154,1,7,1,5,6,1,1
102144,1,5,6,6,7,1,9
18536,1,1,2,4,5,2,8
36925,1,2,3,5,6,1,0
93097,1,5,6,8,1,1,4
62763,1,3,4,6,7,1,2
97707,1,5,6,2,3,1,0
107582,1,6,0,2,3,1,9
37813,1,2,3,7,8,1,0
110928,1,6,0,6,7,2,1
6912,1,1,2,4,6,2,0
83077,1,4,5,3,3,1,8
47981,1,3,4,3,4,1,8
49586,1,3,4,4,4,1,9
88905,1,5,6,5,6,1,8
18410,1,1,2,4,5,1,8
30698,1,2,3,7,7,1,0
108068,1,6,0,5,6,1,9
140862,1,7,1,5,6,1,8
123619,1,6,0,6,7,1,8
9420,1,1,2,6,7,2,3
21036,1,2,3,4,5,1,1
68655,1,4,5,6,7,2,8
30385,1,2,3,3,3,1,8
35625,1,2,3,3,4,1,0
77845,1,4,5,3,3,1,9
68331,1,4,5,3,4,1,8
138586,1,7,1,3,4,1,0
36957,1,2,3,5,6,1,0
30176,1,2,3,5,5,1,8
43566,1,3,4,6,7,1,0
97682,1,5,6,3,5,2,0
146082,1,7,1,2,3,1,3
14043,1,1,2,5,5,1,0
117420,1,6,0,4,5,1,0
60596,1,3,4,6,6,1,0
16339,1,1,2,5,7,2,1
145303,1,7,1,5,6,1,8
72970,1,4,5,4,5,1,9
73587,1,4,5,5,5,1,9
120776,1,6,0,3,4,1,9
23623,1,2,3,7,7,1,3
122820,1,6,0,4,5,1,0
22296,1,2,3,5,6,1,0
98725,1,5,6,6,7,1,8
64871,1,4,5,3,4,1,0
30077,1,2,3,5,5,1,3
105900,1,5,6,2,4,1,8
65163,1,4,5,4,5,1,6
38614,1,2,3,7,8,1,3
130190,1,7,1,4,5,1,9
42953,1,3,4,3,3,1,0
30116,1,2,3,5,5,1,3
85784,1,5,6,6,7,2,1
31939,1,2,3,4,6,2,0
102997,1,5,6,6,7,1,9
22983,1,2,3,5,6,1,3
90511,1,5,6,5,5,1,3
139872,1,7,1,4,5,1,3
122353,1,6,0,4,5,1,0
10672,1,1,2,6,6,1,9
29199,1,2,3,5,6,1,4
139674,1,7,1,6,6,1,3
73746,1,4,5,3,5,2,9
123281,1,6,0,7,8,2,7
126379,1,6,0,7,1,1,2
71759,1,4,5,2,3,1,7
3711,1,1,2,4,5,1,3
109059,1,6,0,5,5,1,9
6104,1,1,2,3,4,1,8
17796,1,1,2,6,7,2,3
42007,1,2,3,3,3,1,3
146599,1,7,1,4,7,2,2
38149,1,2,3,3,4,1,3
138125,1,7,1,7,1,2,0
29389,1,2,3,5,6,1,4
59769,1,3,4,7,8,1,0
46757,1,3,4,3,4,1,8
123013,1,6,0,4,5,1,0
133808,1,7,1,5,6,1,0
13370,1,1,2,7,8,2,2
85489,1,5,6,7,2,2,2
97000,1,5,6,6,7,1,0
87814,1,5,6,7,8,1,1
32236,1,2,3,3,4,2,7
16227,1,1,2,7,8,2,1
60799,1,3,4,7,8,1,0
18411,1,1,2,6,8,1,8
60913,1,3,4,8,2,2,0
145876,1,7,1,6,7,1,0
58712,1,3,4,7,8,1,9
144682,1,7,1,6,7,1,8
78911,1,4,5,3,4,2,5
147066,1,7,1,1,2,2,1
54834,1,3,4,2,3,1,3
80474,1,4,5,7,8,1,1
39667,1,2,3,5,6,1,8
38726,1,2,3,8,8,1,3
52146,1,3,4,5,6,1,1
19308,1,1,2,5,6,1,8
92926,1,5,6,7,7,2,4
140432,1,7,1,4,4,1,8
34805,1,2,3,3,4,1,9
13711,1,1,2,7,8,1,0
104235,1,5,6,8,1,1,1
28765,1,2,3,4,5,2,0
43083,1,3,4,4,5,1,1
124211,1,6,0,6,7,1,8
126380,1,6,0,3,3,1,2
120838,1,6,0,6,6,1,9
144268,1,7,1,6,7,1,4
95889,1,5,6,5,6,1,3
142382,1,7,1,6,6,1,9
78825,1,4,5,7,8,1,5
5980,1,1,2,3,3,1,3
146441,1,7,1,3,5,2,2
14887,1,1,2,6,6,1,3
8319,1,1,2,7,2,2,3
10979,1,1,2,5,5,1,9
86757,1,5,6,4,5,1,0
42859,1,3,4,5,6,1,6
122876,1,6,0,6,8,2,0
124028,1,6,0,5,6,1,8
59205,1,3,4,5,7,2,8
85387,1,5,6,8,3,2,2
63264,1,3,4,8,1,2,0
77479,1,4,5,5,5,1,3
86434,1,5,6,5,6,2,0
101998,1,5,6,6,7,1,9
11081,1,1,2,8,8,1,9
16676,1,1,2,6,7,1,0
140151,1,7,1,8,8,1,3
72664,1,4,5,5,6,1,9
36997,1,2,3,3,4,1,0
20524,1,2,3,4,4,1,2
87552,1,5,6,6,7,1,0
66229,1,4,5,3,4,1,0
1966,1,1,2,3,3,1,1
135855,1,7,1,4,5,1,3
123939,1,6,0,5,7,2,8
112541,1,6,0,8,8,1,3
113545,1,6,0,6,8,2,3
80336,1,4,5,2,3,1,1
104400,1,5,6,4,5,1,1
17346,1,1,2,6,7,1,0
145748,1,7,1,4,5,1,0
7832,1,1,2,7,8,2,7
115780,1,6,0,7,7,1,0
36651,1,2,3,8,8,1,0
150452,1,7,1,3,4,1,3
121595,1,6,0,3,3,1,0
148847,1,7,1,4,5,1,3
46469,1,3,4,5,6,1,8
21367,1,2,3,3,5,2,1
8748,1,1,2,7,8,2,3
129940,1,7,1,3,4,1,9
67205,1,4,5,5,5,1,3
116265,1,6,0,4,5,1,1
148326,1,7,1,3,3,1,0
139518,1,7,1,4,4,1,3
123003,1,6,0,8,1,1,0
5112,1,1,2,7,8,1,8
15838,1,1,2,4,5,1,0
122242,1,6,0,6,6,1,0
124004,1,6,0,7,7,1,8
132112,1,7,1,7,8,1,9
63117,1,3,4,3,4,1,0
123751,1,6,0,4,4,1,8
122151,1,6,0,3,4,2,0
8236,1,1,2,7,8,2,3
118314,1,6,0,2,3,1,3
31294,1,2,3,7,8,2,0
132644,1,7,1,3,3,1,9
18478,1,1,2,4,5,2,8
24788,1,2,3,7,8,1,3
142209,1,7,1,5,5,1,9
101726,1,5,6,7,8,1,9
12786,1,1,2,7,8,1,0
35361,1,2,3,6,7,1,0
17954,1,1,2,6,7,1,8
142218,1,7,1,6,7,1,9
96117,1,5,6,3,3,1,3
81001,1,4,5,1,3,2,0
59277,1,3,4,7,7,1,0
85207,1,5,6,3,6,2,2
33687,1,2,3,5,6,1,9
47469,1,3,4,7,7,1,8
139056,1,7,1,6,6,2,7
51397,1,3,4,3,4,1,2
56391,1,3,4,4,5,1,8
6552,1,1,2,6,6,1,0
134908,1,7,1,7,8,1,3
110085,1,6,0,6,6,1,0
100937,1,5,6,4,4,1,9
98284,1,5,6,3,3,1,7
2996,1,1,2,4,4,1,0
1069,1,1,2,6,6,1,0
70661,1,4,5,6,6,1,0
22956,1,2,3,1,2,2,3
41186,1,2,3,5,7,2,8
22327,1,2,3,6,7,1,0
24968,1,2,3,5,5,1,8
110685,1,6,0,5,5,1,1
9699,1,1,2,4,5,1,8
53507,1,3,4,6,7,2,3
129472,1,6,0,6,7,1,3
37800,1,2,3,3,3,1,0
9456,1,1,2,3,4,2,3
17240,1,1,2,4,4,1,0
68279,1,4,5,8,8,1,8
109859,1,6,0,6,7,2,9
133905,1,7,1,4,4,1,1
75223,1,4,5,7,8,2,0
67838,1,4,5,5,6,1,3
88570,1,5,6,3,3,1,3
96042,1,5,6,7,8,1,3
141912,1,7,1,7,8,1,8
53089,1,3,4,6,6,2,0
132042,1,7,1,3,4,2,9
118190,1,6,0,6,7,1,3
803,1,1,2,7,8,1,9
83662,1,4,5,4,4,1,8
31665,1,2,3,3,4,1,0
95542,1,5,6,7,8,2,3
85342,1,5,6,7,8,1,2
106413,1,5,6,7,8,1,0
198,1,1,2,7,7,1,9
123353,1,6,0,3,4,1,7
127612,1,6,0,8,1,1,4
113656,1,6,0,7,8,1,3
149589,1,7,1,7,8,1,3
100640,1,5,6,4,6,2,9
57351,1,3,4,3,4,1,9
109248,1,6,0,5,5,1,9
11461,1,1,2,4,5,1,9
98301,1,5,6,6,7,1,7
82206,1,4,5,3,4,2,3
47861,1,3,4,6,8,2,8
10306,1,1,2,3,3,1,9
145605,1,7,1,2,3,1,8
28778,1,2,3,5,7,2,0
120914,1,6,0,6,7,1,9
65399,1,4,5,3,4,1,0
121318,1,6,0,5,5,1,8
29113,1,2,3,5,6,1,0
75991,1,4,5,5,6,1,4
113355,1,6,0,6,8,2,3
150146,1,7,1,4,6,2,8
116240,1,6,0,5,8,2,1
51646,1,3,4,3,4,1,0
8286,1,1,2,5,6,1,3
135569,1,7,1,4,7,2,3
84975,1,5,6,5,6,1,0
114624,1,6,0,6,6,1,5
33300,1,2,3,5,6,1,9
59548,1,3,4,6,6,1,0
107903,1,6,0,6,6,1,9
37359,1,2,3,3,4,1,3
29774,1,2,3,6,7,1,0
95916,1,5,6,6,6,1,3
134434,1,7,1,6,7,1,0
89349,1,5,6,6,7,1,8
67705,1,4,5,7,8,1,3
28330,1,2,3,5,6,1,2
107892,1,6,0,6,6,1,9
21111,1,2,3,4,5,1,1
61279,1,3,4,8,1,2,7
104896,1,5,6,5,7,2,0
52792,1,3,4,6,7,1,0
89061,1,5,6,2,3,1,8
125742,1,6,0,5,5,1,8
125773,1,6,0,4,5,1,8
149472,1,7,1,5,5,1,3
44670,1,3,4,3,4,1,0
130945,1,7,1,7,8,1,9
148009,1,7,1,5,6,1,0
90504,1,5,6,5,5,1,3
72029,1,4,5,5,6,1,7
103398,1,5,6,5,5,1,0
32702,1,2,3,3,4,1,8
117482,1,6,0,7,8,1,0
56476,1,3,4,2,3,1,8
18483,1,1,2,3,3,1,8
92090,1,5,6,5,5,1,0
5003,1,1,2,6,7,2,8
47056,1,3,4,5,5,1,8
71578,1,4,5,3,4,1,0
25768,1,2,3,5,5,1,9
110908,1,6,0,7,7,1,1
25452,1,2,3,5,6,1,8
131289,1,7,1,4,6,1,9
1812,1,1,2,8,1,1,0
80510,1,4,5,7,8,1,0
54164,1,3,4,8,8,1,3
13468,1,1,2,5,8,2,6
19161,1,1,2,8,8,1,8
122393,1,6,0,5,6,2,0
49005,1,3,4,7,8,1,3
23893,1,2,3,3,5,2,3
122292,1,6,0,5,7,2,0
55855,1,3,4,5,5,1,8
33008,1,2,3,7,7,1,9
111627,1,6,0,8,2,2,7
82776,1,4,5,6,8,2,8
88731,1,5,6,6,7,1,3
24643,1,2,3,6,7,1,3
66390,1,4,5,8,2,2,7
137881,1,7,1,4,4,1,0
21659,1,2,3,5,6,1,0
95294,1,5,6,4,5,2,3
9138,1,1,2,5,6,2,3
138289,1,7,1,4,6,1,0
42657,1,3,4,3,5,2,6
63771,1,3,4,7,7,2,4
117068,1,6,0,7,7,1,0
77389,1,4,5,6,7,1,3
4083,1,1,2,2,3,1,8
60817,1,3,4,4,6,2,0
78172,1,4,5,4,4,1,9
126577,1,6,0,6,7,1,2
129630,1,6,0,6,6,1,3
48212,1,3,4,6,7,2,8
62203,1,3,4,7,8,1,0
120148,1,6,0,6,8,1,8
24912,1,2,3,2,3,1,8
150120,1,7,1,5,6,1,8
132902,1,7,1,4,5,1,9
53030,1,3,4,3,4,2,0
24756,1,2,3,5,5,1,3
134109,1,7,1,5,6,1,1
117114,1,6,0,4,6,2,0
28850,1,2,3,8,8,1,0
61101,1,3,4,1,3,2,7
19903,1,2,3,7,7,1,5
127947,1,6,0,3,3,1,3
23295,1,2,3,5,5,1,3
129905,1,7,1,6,6,1,9
87280,1,5,6,5,5,1,0
107444,1,6,0,3,4,1,9
17656,1,1,2,4,5,1,3
10740,1,1,2,4,5,1,9
111092,1,6,0,4,5,2,0
75160,1,4,5,3,4,1,2
45315,1,3,4,7,8,1,3
93719,1,5,6,8,2,2,3
45958,1,3,4,6,7,1,8
50084,1,3,4,7,8,2,9
133567,1,7,1,6,6,1,6
10003,1,1,2,5,5,1,8
62777,1,3,4,2,3,2,2
57217,1,3,4,6,7,1,9
100268,1,5,6,5,6,2,9
138769,1,7,1,8,3,2,0
138033,1,7,1,7,7,1,0
82063,1,4,5,6,7,1,3
31228,1,2,3,2,3,2,0
91719,1,5,6,6,8,2,2
10197,1,1,2,3,3,1,9
30910,1,2,3,4,4,1,0
30696,1,2,3,6,7,1,0
57862,1,3,4,8,1,1,9
149112,1,7,1,8,8,1,3
45537,1,3,4,6,6,1,3
110746,1,6,0,5,6,1,1
111952,1,6,0,8,8,1,3
146696,1,7,1,4,5,1,2
140119,1,7,1,3,6,2,3
68599,1,4,5,7,8,2,8
32141,1,2,3,3,4,1,7
128759,1,6,0,5,6,1,8
83261,1,4,5,6,7,1,8
112074,1,6,0,6,6,1,3
133763,1,7,1,4,5,1,0
81800,1,4,5,3,4,1,3
26876,1,2,3,6,6,1,9
36816,1,2,3,5,6,1,0
110695,1,6,0,4,4,1,1
86056,1,5,6,2,3,2,1
43494,1,3,4,5,5,1,0
10628,1,1,2,6,6,1,9
143870,1,7,1,6,7,2,0
82786,1,4,5,3,4,1,8
83753,1,4,5,8,8,1,8
119683,1,6,0,6,7,1,8
141477,1,7,1,4,4,1,8
73536,1,4,5,3,4,1,9
8395,1,1,2,7,8,2,3
15749,1,1,2,6,6,1,0
68200,1,4,5,3,3,1,8
146204,1,7,1,3,4,1,3
13968,1,1,2,4,4,1,0
98339,1,5,6,6,6,1,7
145977,1,7,1,3,4,1,3
28996,1,2,3,7,7,1,0
72030,1,4,5,8,1,2,7
46930,1,3,4,7,8,1,8
136121,1,7,1,8,1,1,3
19280,1,1,2,4,5,1,8
100697,1,5,6,3,3,1,9
83007,1,4,5,4,4,1,8
66020,1,4,5,8,1,2,0
42958,1,3,4,4,4,1,0
46796,1,3,4,3,4,2,8
64819,1,4,5,5,6,1,0
4890,1,1,2,5,7,2,8
58292,1,3,4,6,7,2,9
97072,1,5,6,4,5,1,0
56766,1,3,4,5,5,2,9
141943,1,7,1,8,8,1,8
54536,1,3,4,5,8,2,3
114656,1,6,0,5,6,1,5
88884,1,5,6,5,5,1,8
148143,1,7,1,4,6,2,0
126474,1,6,0,7,8,2,2
140677,1,7,1,7,8,2,8
107750,1,6,0,7,7,1,9
112844,1,6,0,4,5,1,3
32318,1,2,3,7,7,2,7
35170,1,2,3,5,6,1,9
92275,1,5,6,7,8,2,0
100630,1,5,6,3,4,1,9
53236,1,3,4,2,3,1,0
31176,1,2,3,6,7,1,0
143903,1,7,1,4,4,1,0
49524,1,3,4,2,3,1,9
141562,1,7,1,5,6,2,8
98134,1,5,6,8,2,2,0
46884,1,3,4,4,5,1,8
11177,1,1,2,6,8,2,9
137230,1,7,1,6,7,1,3
67544,1,4,5,6,6,1,3
65522,1,4,5,3,4,1,1
48173,1,3,4,3,4,1,8
73810,1,4,5,3,4,1,9
28278,1,2,3,4,5,2,2
24786,1,2,3,6,8,2,3
110485,1,6,0,6,6,1,6
134168,1,7,1,7,8,1,1
140449,1,7,1,3,3,1,8
103718,1,5,6,2,2,1,6
17799,1,1,2,3,4,2,3
116928,1,6,0,6,6,1,0
90301,1,5,6,4,4,1,8
46182,1,3,4,3,3,1,8
137640,1,7,1,3,4,1,0
30351,1,2,3,7,7,1,8
137499,1,7,1,8,8,1,8
96216,1,5,6,7,8,1,8
77957,1,4,5,6,6,1,9
53438,1,3,4,3,3,1,0
147883,1,7,1,3,5,2,0
38417,1,2,3,3,4,1,3
86014,1,5,6,7,8,1,1
60281,1,3,4,4,6,1,0
67832,1,4,5,4,5,1,3
100346,1,5,6,5,5,1,9
136032,1,7,1,7,8,1,3
112500,1,6,0,7,8,2,3
5366,1,1,2,4,4,2,8
114831,1,6,0,4,5,1,5
139696,1,7,1,5,6,2,3
148130,1,7,1,5,8,2,0
83429,1,4,5,5,5,1,8
135281,1,7,1,6,7,1,3
108932,1,6,0,8,8,1,9
80473,1,4,5,4,5,2,1
46955,1,3,4,6,8,2,8
133538,1,7,1,4,5,1,6
24511,1,2,3,2,3,1,3
25889,1,2,3,2,4,1,9
64601,1,3,4,7,8,1,3
60337,1,3,4,4,5,1,0
115239,1,6,0,6,1,2,2
99046,1,5,6,7,8,1,8
72530,1,4,5,6,8,2,9
111322,1,6,0,6,7,1,0
120635,1,6,0,8,8,2,9
8750,1,1,2,3,4,1,3
34606,1,2,3,3,4,1,9
53279,1,3,4,7,8,1,0
34772,1,2,3,5,6,1,9
142388,1,7,1,6,6,1,9
110286,1,6,0,6,8,2,6
145178,1,7,1,5,6,1,8
143063,1,7,1,6,6,1,0
20189,1,2,3,6,7,1,0
923,1,1,2,4,4,1,9
121378,1,6,0,5,6,2,8
29498,1,2,3,6,8,1,4
29247,1,2,3,5,5,1,4
57662,1,3,4,8,8,1,9
118271,1,6,0,5,5,1,3
91306,1,5,6,5,5,1,0
113692,1,6,0,3,3,1,3
138524,1,7,1,4,5,1,0
101451,1,5,6,5,6,1,9
37089,1,2,3,8,3,2,0
7960,1,1,2,8,8,1,7
119506,1,6,0,6,7,1,8
62318,1,3,4,6,6,1,0
5519,1,1,2,7,8,2,8
36220,1,2,3,7,7,1,1
125160,1,6,0,8,8,1,8
98370,1,5,6,2,3,1,7
82672,1,4,5,2,3,1,8
108372,1,6,0,8,8,1,9
34344,1,2,3,6,7,1,9
93381,1,5,6,7,8,1,3
111155,1,6,0,3,4,1,0
40078,1,2,3,4,5,2,8
8581,1,1,2,4,5,2,3
147665,1,7,1,4,5,2,0
26743,1,2,3,6,7,1,9
54228,1,3,4,7,8,2,3
88026,1,5,6,3,3,1,3
33745,1,2,3,3,4,2,9
37155,1,2,3,4,5,1,7
9994,1,1,2,5,6,1,8
40044,1,2,3,2,3,1,8
133286,1,7,1,7,8,1,8
97645,1,5,6,7,7,1,0
53573,1,3,4,8,3,2,3
73987,1,4,5,6,6,1,9
15782,1,1,2,5,6,1,0
34248,1,2,3,5,7,1,9
82175,1,4,5,3,4,1,3
81469,1,4,5,5,6,1,3
20019,1,2,3,4,5,1,5
147855,1,7,1,6,7,1,0
76884,1,4,5,7,8,1,3
50874,1,3,4,6,7,1,5
101229,1,5,6,2,3,1,9
128129,1,6,0,7,1,2,3
135953,1,7,1,2,3,1,3
104166,1,5,6,5,6,1,1
105022,1,5,6,4,6,2,7
36796,1,2,3,5,5,2,0
6120,1,1,2,4,4,1,8
13108,1,1,2,4,5,1,2
75843,1,4,5,3,4,2,0
130754,1,7,1,4,6,1,9
55663,1,3,4,7,8,2,3
77682,1,4,5,7,7,1,9
88403,1,5,6,7,8,2,3
91852,1,5,6,2,4,2,2
124740,1,6,0,3,4,1,8
21737,1,2,3,3,4,1,0
80335,1,4,5,7,8,2,1
22428,1,2,3,4,4,1,0
49320,1,3,4,4,4,1,9
50780,1,3,4,4,5,1,5
84396,1,4,5,5,5,1,3
56272,1,3,4,7,7,1,8
89032,1,5,6,3,5,2,8
93032,1,5,6,6,7,1,4
100309,1,5,6,6,7,2,9
130263,1,7,1,5,6,2,9
101181,1,5,6,7,7,1,9
6151,1,1,2,3,4,2,8
108229,1,6,0,3,4,1,9
116237,1,6,0,6,8,2,1
57383,1,3,4,7,8,1,9
90252,1,5,6,7,8,1,8
110182,1,6,0,4,5,2,0
103234,1,5,6,4,5,1,0
57973,1,3,4,5,6,2,9
48614,1,3,4,2,3,1,3
111031,1,6,0,4,5,2,0
149844,1,7,1,5,6,1,8
150380,1,7,1,8,1,1,8
48057,1,3,4,4,6,2,8
131359,1,7,1,8,8,1,9
121031,1,6,0,8,8,1,9
38364,1,2,3,7,8,1,3
93114,1,5,6,3,5,2,3
87577,1,5,6,3,4,1,0
2174,1,1,2,5,5,1,0
65739,1,4,5,7,8,1,1
23628,1,2,3,3,4,1,3
102854,1,5,6,7,8,1,9
65868,1,4,5,6,6,2,0
71037,1,4,5,3,4,2,0
93314,1,5,6,5,7,2,3
30310,1,2,3,7,8,2,8
95480,1,5,6,3,4,1,3
139863,1,7,1,7,8,1,3
83859,1,4,5,4,5,1,8
74739,1,4,5,4,4,1,0
146283,1,7,1,4,5,2,5
133648,1,7,1,5,5,1,6
113762,1,6,0,6,7,1,3
39296,1,2,3,4,5,1,8
54772,1,3,4,3,4,2,3
49180,1,3,4,2,3,1,9
139285,1,7,1,2,3,1,3
80921,1,4,5,8,2,2,0
78635,1,4,5,5,6,1,9
142335,1,7,1,7,8,1,9
147173,1,7,1,8,3,2,1
2783,1,1,2,6,7,1,7
36129,1,2,3,8,8,1,0
91347,1,5,6,4,4,1,0
79615,1,4,5,8,8,1,0
78148,1,4,5,3,3,1,9
30495,1,2,3,4,5,1,0
105896,1,5,6,4,7,2,8
105867,1,5,6,8,1,2,8
28988,1,2,3,5,6,1,0
74427,1,4,5,7,8,1,0
53516,1,3,4,7,8,2,3
34123,1,2,3,6,7,2,9
28046,1,2,3,6,7,1,2
28089,1,2,3,2,3,1,2
54518,1,3,4,4,4,1,3
59105,1,3,4,5,6,1,8
78605,1,4,5,4,4,1,9
134628,1,7,1,7,8,2,7
50335,1,3,4,4,5,1,9
74786,1,4,5,4,5,1,0
115739,1,6,0,3,3,1,0
25995,1,2,3,8,1,1,9
95125,1,5,6,5,6,1,3
14273,1,1,2,5,6,1,4
51867,1,3,4,7,7,1,1
100397,1,5,6,7,8,1,9
30629,1,2,3,6,6,1,0
142907,1,7,1,5,5,1,0
48563,1,3,4,2,3,1,0
980,1,1,2,3,4,2,9
45453,1,3,4,4,5,1,3
120536,1,6,0,3,3,1,9
104176,1,5,6,8,1,1,1
52660,1,3,4,5,6,2,0
50698,1,3,4,7,8,1,5
131953,1,7,1,4,5,2,9
15827,1,1,2,8,8,1,0
43581,1,3,4,3,3,1,0
107570,1,6,0,4,5,1,9
19331,1,1,2,4,4,1,8
1952,1,1,2,6,6,1,1
60758,1,3,4,7,8,1,0
129854,1,7,1,3,4,1,9
41324,1,2,3,3,4,1,8
56304,1,3,4,6,7,1,8
74179,1,4,5,5,6,1,8
54674,1,3,4,7,8,1,3
23976,1,2,3,4,5,1,3
26976,1,2,3,5,5,1,9
38670,1,2,3,7,8,1,3
85542,1,5,6,2,3,1,0
30402,1,2,3,7,7,1,0
54957,1,3,4,6,7,1,3
35711,1,2,3,5,6,2,8
19815,1,2,3,6,7,1,5
150293,1,7,1,6,7,1,8
107704,1,6,0,4,5,1,9
100084,1,5,6,5,5,1,9
49581,1,3,4,4,5,1,9
131365,1,7,1,6,7,1,9
23511,1,2,3,8,1,1,3
136092,1,7,1,3,4,2,3
135680,1,7,1,3,4,1,3
98709,1,5,6,4,4,1,8
113686,1,6,0,3,4,2,3
127964,1,6,0,4,5,1,3
85196,1,5,6,5,8,2,2
140088,1,7,1,5,5,1,3
136021,1,7,1,3,4,1,3
31662,1,2,3,8,8,1,0
23905,1,2,3,3,4,1,3
25969,1,2,3,3,5,2,9
25327,1,2,3,6,6,1,8
122969,1,6,0,3,4,2,0
14986,1,1,2,5,5,1,3
15635,1,1,2,1,2,2,2
108921,1,6,0,7,8,1,9
3945,1,1,2,7,8,1,3
62324,1,3,4,5,6,1,0
92163,1,5,6,7,8,1,0
59209,1,3,4,4,4,1,8
89810,1,5,6,5,5,1,8
118375,1,6,0,8,8,1,3
106064,1,5,6,3,3,1,8
8811,1,1,2,5,6,1,3
124943,1,6,0,4,5,2,8
42947,1,3,4,4,4,1,0
108183,1,6,0,2,3,1,9
59974,1,3,4,4,4,1,0
11914,1,1,2,4,4,1,9
2736,1,1,2,6,7,1,7
86892,1,5,6,6,7,1,0
41912,1,2,3,3,4,1,3
113210,1,6,0,7,1,2,3
57136,1,3,4,5,6,1,9
138048,1,7,1,3,4,1,0
81587,1,4,5,6,6,1,3
21872,1,2,3,7,8,1,0
37983,1,2,3,7,8,1,3
4019,1,1,2,2,3,1,3
17814,1,1,2,7,8,1,3
6172,1,1,2,5,6,1,8
147480,1,7,1,3,4,2,1
60609,1,3,4,6,7,2,0
75082,1,4,5,4,5,1,2
30228,1,2,3,6,7,1,8
146482,1,7,1,5,5,1,2
33072,1,2,3,6,7,1,9
137652,1,7,1,3,3,1,0
34789,1,2,3,4,5,1,9
142146,1,7,1,5,6,1,9
146725,1,7,1,4,5,2,2
64656,1,4,5,3,4,1,0
124421,1,6,0,3,6,2,8
35095,1,2,3,3,3,2,9
20097,1,2,3,4,5,1,0
134528,1,7,1,6,6,1,0
7462,1,1,2,5,6,1,0
98535,1,5,6,3,4,1,7
122627,1,6,0,4,5,1,0
45764,1,3,4,5,5,1,8
28665,1,2,3,6,7,1,0
150604,1,7,1,8,8,1,3
213,1,1,2,7,7,1,9
107975,1,6,0,3,4,1,9
88127,1,5,6,4,4,1,3
18396,1,1,2,3,5,2,8
12599,1,1,2,5,5,1,9
104937,1,5,6,6,7,1,0
119759,1,6,0,4,5,1,8
145924,1,7,1,6,6,1,3
74042,1,4,5,3,4,1,9
32902,1,2,3,7,7,1,9
44485,1,3,4,4,5,1,0
74326,1,4,5,3,4,2,8
89420,1,5,6,7,7,1,8
143287,1,7,1,3,4,1,2
35746,1,2,3,7,8,1,8
128699,1,6,0,6,7,2,3
127036,1,6,0,4,4,1,0
51364,1,3,4,6,7,2,2
55662,1,3,4,4,5,1,3
19845,1,2,3,6,7,2,5
46321,1,3,4,7,7,1,8
124023,1,6,0,3,3,1,8
103593,1,5,6,4,4,1,8
77887,1,4,5,6,7,1,9
38957,1,2,3,7,8,1,8
59971,1,3,4,8,8,1,0
20364,1,2,3,3,6,2,2
76060,1,4,5,5,5,1,4
83419,1,4,5,6,7,2,8
32145,1,2,3,4,5,1,7
114429,1,6,0,4,4,1,3
80008,1,4,5,8,8,1,1
39937,1,2,3,3,4,1,8
78337,1,4,5,6,6,1,9
148133,1,7,1,6,8,2,0
